order_id,order_date,customer_id,basket_items,basket_categories,association_groups,total_distinct_products,total_units,net_amount_jd,season_event
O202600732,2026-03-09,C0024,"Al Rabie Orange Juice, 1L",Juices,Juices,1,1,1.55,Ramadan 2026
O202600733,2026-03-09,C0074,"AL Safi Greek Yogurt Lemon Pie, 150g",Yoghurts,Dairy,1,1,0.8,Ramadan 2026
O202600734,2026-03-10,C0094,"Gold Ramadan Star-Moon Party-Decorations Garland - 12pcs | KDD Milk Coffee Latte, 250ml | Crystal Ice Cubes 2 kg | Almarai Mixed Fruit Juice, 1.4L",Eid al-Fitr | Specialty Drinks | water | Juices,Dates/Ramadan | Dairy | Water | Juices,4,10,18.27,Ramadan 2026
O202600735,2026-03-10,C0051,"Red Bull Energy Drink Watermelon, 250ml",Sports & Energy Drinks,Water,1,3,4.8,Ramadan 2026
O202600736,2026-03-10,C0080,"Almarai Mixed Fruit Juice, 200ml",Juices,Juices,1,1,0.3,Ramadan 2026
O202600737,2026-03-10,C0078,"Aroma Garden Biryani Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.09,Ramadan 2026
O202600738,2026-03-10,C0021,"Cool Gear Water Bottle - Pink, 650ml",back to school,Water,1,2,7.5,Ramadan 2026
O202600739,2026-03-10,C0047,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Dairy,1,1,0.75,Ramadan 2026
O202600740,2026-03-10,C0136,"Rio Mare Light Tuna in Olive Oil, 160g",Canned Seafood,Oil,1,2,6.9,Ramadan 2026
O202600741,2026-03-10,C0143,"The Bridge Bio Organic Almond Sugar Free Drink, 1L",Milk Alternatives,Dairy,1,1,4.2,Ramadan 2026
O202600742,2026-03-10,C0089,"Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",back to school,Water,1,2,7.5,Ramadan 2026
O202600743,2026-03-10,C0011,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g | Al Sayad Tuna In Vegetable Oil, 160g",Chocolate | Canned Seafood,Chocolate | Canned Food,2,2,5.78,Ramadan 2026
O202600744,2026-03-11,C0033,"Galaxy Smooth Milk Chocolate Bar,Â 30g | Crystal Ice Cubes 2 kg",Chocolate | water,Dairy | Water,2,4,3.74,Ramadan 2026
O202600745,2026-03-11,C0091,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,3,6.6,Ramadan 2026
O202600746,2026-03-11,C0047,Maxim's Mushrooms 425 g 3+1,Canned Fruit,Canned Food,1,2,12.7,Ramadan 2026
O202600747,2026-03-11,C0026,"Zwan Chicken Hotdogs Ã— 2 Special Offer | Kinza Soda Water Can, 250ml",Canned Meat | water,Canned Food | Water,2,3,5.22,Ramadan 2026
O202600748,2026-03-11,C0001,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g | Red Bull Energy Drink Watermelon, 250ml",Chocolate | Sports & Energy Drinks,Dairy | Water,2,2,6.59,Ramadan 2026
O202600749,2026-03-11,C0103,"Tiger Rice 3.5 kg | L'usine Cupcakes Filled with Chocolate Cream, 18x30g",rice | Cakes and Rolls,Rice | Bakery,2,2,5.45,Ramadan 2026
O202600750,2026-03-11,C0102,"Teeba Yoghurt, 700g | Soccer 50 FT Smart Outdoor String Lights Waterproof",youghurt | World Cup,Eggs | Water,2,3,4.8,Ramadan 2026
O202600751,2026-03-11,C0133,"Ramadan Mosque Decoration, 50 cm | Mandi Basmati Rice 4 kg",ramadan | rice,Dates/Ramadan | Rice,2,2,5.72,Ramadan 2026
O202600752,2026-03-11,C0120,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g | Cool Gear Water Bottle - Pink, 650ml",Yoghurts | back to school,Dairy | Water,2,2,4.65,Ramadan 2026
O202600753,2026-03-12,C0087,"KDD Long Life Apple Juice, 1L",Juices,Juices,1,3,3.99,Ramadan 2026
O202600754,2026-03-12,C0141,"Americana Orange Pound Cake, 300g",Cakes and Rolls,Juices,1,2,3.8,Ramadan 2026
O202600755,2026-03-12,C0040,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,Spices & Seasonings,1,1,1.85,Ramadan 2026
O202600756,2026-03-12,C0014,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,1,3.85,Ramadan 2026
O202600757,2026-03-12,C0127,"Nestle Mineral Water, 6x1.5L",water,Water,1,1,2.2,Ramadan 2026
O202600758,2026-03-12,C0049,"Filippo Berio Basil Flavoured Olive Oil, 250ml | Abu Kass Basmati Rice, 4kg | Aroma Garden Biryani Spices, 100g",oil | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,4,32.78,Ramadan 2026
O202600759,2026-03-12,C0130,Soccer 50 FT Smart Outdoor String Lights Waterproof,World Cup,Water,1,1,1.9,Ramadan 2026
O202600760,2026-03-12,C0012,"Sunwhite Calrose Rice, 4kg",rice,Rice,1,1,4.99,Ramadan 2026
O202600761,2026-03-12,C0061,"Mazola Sunflower Oil, 1.5L | Abu Kass Basmati Rice, 4kg | Mr.Chips Paprika Potato Chips, 68g",oil | rice | Chips,Oil | Rice | Spices & Seasonings,3,3,9.48,Ramadan 2026
O202600762,2026-03-12,C0074,"Aroma Garden Seven Spices, 100g | Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Cooking & Baking | Chocolate,Spices & Seasonings | Chocolate,2,2,2.84,Ramadan 2026
O202600763,2026-03-13,C0033,"Almarai Uht Full Fat Milk with Vitamins, 4x1L | Tiger Rice 3.5 kg",milk | rice,Eggs | Rice,2,4,14.84,Ramadan 2026
O202600764,2026-03-13,C0045,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,1,2.2,Ramadan 2026
O202600765,2026-03-13,C0056,"Ramadan Decorative Tissue Box â€“ Boy & Girl Design | The Bridge Bio Organic Pure Coconut Drink, 1L | Kinza Soda Water Can, 250ml",ramadan | Milk Alternatives | water,Dates/Ramadan | Dairy | Water,3,5,7.56,Ramadan 2026
O202600766,2026-03-13,C0074,Maxims Sweet Corn 180 g 3 pcs get 1 pc Free,Canned Fruit,Canned Food,1,1,3.79,Ramadan 2026
O202600767,2026-03-13,C0122,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g",Cakes and Rolls,Dairy,1,1,1.75,Ramadan 2026
O202600768,2026-03-13,C0113,"Soccer 50 FT Smart Outdoor String Lights Waterproof | Crush Orange Soft Drink Pet Bottle, 1L",World Cup | Soft Drinks,Water | Juices,2,6,5.12,Ramadan 2026
O202600769,2026-03-13,C0042,"Pomi Whole Peeled Tomatoes, 400g | Small Ramadan Serving Plate (15 cm) â€“ Mosque, Crescent & Star Design for Dates and Treats",Canned Fruit | ramadan,Canned Food | Dates/Ramadan,2,4,9.94,Ramadan 2026
O202600770,2026-03-13,C0045,"Crush Orange Soft Drink Pet Bottle, 1L",Soft Drinks,Juices,1,3,0.99,Ramadan 2026
O202600771,2026-03-13,C0145,"Islamic Ramadan Mihrab Decor Piece â€“ 21 cm, Mosque Design with Stone-Like Texture | Alinor Organic Plant Based Almond Barista Drink, 1L | Cool Gear Water Bottle - Pink, 650ml",ramadan | Milk Alternatives | back to school,Dates/Ramadan | Dairy | Water,3,4,13.2,Ramadan 2026
O202600772,2026-03-13,C0110,"Kinza Soda Water Can, 250ml",water,Water,1,3,1.05,Ramadan 2026
O202600773,2026-03-13,C0150,Tiger Rice 3.5 kg,rice,Rice,1,1,3.54,Ramadan 2026
O202600774,2026-03-13,C0055,Ramadan Advent Calendar 30 Days Countdown Calendars,Eid al-Fitr,Dates/Ramadan,1,1,3,Ramadan 2026
O202600775,2026-03-14,C0039,"Exeter Canned Corned Beef, 340g | Al Safi UHT Full Fat Milk, 4x1L",Canned Meat | Long Life Milk,Canned Food | Dairy,2,2,6.2,Ramadan 2026
O202600776,2026-03-14,C0007,"Almarai Mixed Fruit Juice, 200ml",Juices,Juices,1,1,0.3,Ramadan 2026
O202600777,2026-03-14,C0097,"The Bridge Bio Organic Pure Coconut Drink, 1L | Kinza Soda Water Can, 250ml",Milk Alternatives | water,Dairy | Water,2,2,4.56,Ramadan 2026
O202600778,2026-03-14,C0001,"Almarai Mango Juice, 1L",Juices,Juices,1,1,1.25,Ramadan 2026
O202600779,2026-03-14,C0104,"Red Bull Energy Drink Watermelon, 250ml",Sports & Energy Drinks,Water,1,4,6.4,Ramadan 2026
O202600780,2026-03-14,C0018,"NewLand Mayonnaise Garlic Flavor 300ml | Americana Chocolate Pound Cake, 300g",Cooking & Baking | Cakes and Rolls,Spices & Seasonings | Bakery,2,2,3.51,Ramadan 2026
O202600781,2026-03-14,C0098,"American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g",Canned Fruit,Canned Food,1,1,4.75,Ramadan 2026
O202600782,2026-03-14,C0048,"Almarai Full Fat Fresh Yoghurt, 700g",youghurt,Dairy,1,1,1,Ramadan 2026
O202600783,2026-03-14,C0069,"Al Mazraa Jameed Pasteurized Liquid, 1L",Yoghurts,Dairy,1,1,2.75,Ramadan 2026
O202600784,2026-03-14,C0048,"Mr. Brown Chocolate Flavor Iced Coffee, 240ml | Maxim's Mushrooms 425 g 3+1",Specialty Drinks | Canned Fruit,Chocolate | Canned Food,2,2,7.3,Ramadan 2026
O202600785,2026-03-14,C0099,"Nadec Milk Chocolate Milk, 6x125ml",Long Life Milk,Dairy,1,1,1.35,Ramadan 2026
O202600786,2026-03-14,C0031,"Nestle Mineral Water, 6x1.5L | SWYOUN 48PCS Eid Al Adha Cupcake Topper Party Decorations",water | Eid al-Adha,Water | Bakery,2,2,2.95,Ramadan 2026
O202600787,2026-03-14,C0139,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Food,1,1,0.76,Ramadan 2026
O202600788,2026-03-14,C0013,"Almarai Cream Cheese, 6 Portion, 108g | Ramadan Advent Calendar 30 Days Countdown Calendars",cheese | Eid al-Fitr,Dairy | Dates/Ramadan,2,3,7.02,Ramadan 2026
O202600789,2026-03-14,C0082,"KDD Milk Coffee Latte, 250ml",Specialty Drinks,Dairy,1,1,0.7,Ramadan 2026
O202600790,2026-03-14,C0137,"Blue Mill Paprika 200 g | Galaxy Minstrels Chocolate, 42g",Cooking & Baking | Chocolate,Spices & Seasonings | Chocolate,2,2,4.94,Ramadan 2026
O202600791,2026-03-14,C0052,"The Bridge Bio Organic Almond Sugar Free Drink, 1L | Koita Low Fat Lactose Free Non Harmone Milk, 1L | Nestle Mineral Water, 6x1.5L",Milk Alternatives | Long Life Milk | water,Eggs | Dairy | Water,3,3,9.3,Ramadan 2026
O202600792,2026-03-14,C0064,"Cool Gear Water Bottle - Pink, 650ml",back to school,Water,1,2,7.5,Ramadan 2026
O202600793,2026-03-14,C0084,"Luna Red Kidney Beans, 380g",Canned Vegetables,Canned Food,1,1,0.76,Ramadan 2026
O202600794,2026-03-14,C0150,Blue Mill Paprika 200 g,Cooking & Baking,Spices & Seasonings,1,1,3.85,Ramadan 2026
O202600795,2026-03-14,C0016,"Aroma Garden Seven Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.03,Ramadan 2026
O202600796,2026-03-14,C0029,"Aroma Garden Seven Spices, 100g | Kinza Soda Water Can, 250ml",Cooking & Baking | water,Spices & Seasonings | Water,2,3,2.81,Ramadan 2026
O202600797,2026-03-14,C0125,"Red Bull Energy Drink Watermelon, 250ml | Almarai Mixed Fruit Juice, 1.4L",Sports & Energy Drinks | Juices,Water | Juices,2,3,5.2,Ramadan 2026
O202600798,2026-03-14,C0067,"Unium Chicken Hot Dog, 415g",Canned Meat,Canned Food,1,1,1.45,Ramadan 2026
O202600799,2026-03-15,C0113,"Benina Chili Oil, 150ml | Abu Kass Basmati Rice, 4kg | Ard Jdadna Powder Garlic, 200g",Cooking & Baking | rice | Cooking & Baking,Oil | Rice | Spices & Seasonings,3,3,9.18,Ramadan 2026
O202600800,2026-03-15,C0149,"Almarai Cooking Cream, 500ml",cream,Dairy,1,1,2.65,Ramadan 2026
O202600801,2026-03-15,C0112,Soccer 50 FT Smart Outdoor String Lights Waterproof,World Cup,Water,1,3,5.7,Ramadan 2026
O202600802,2026-03-15,C0012,Set of 2 Ramadan Serving Trays,ramadan,Dates/Ramadan,1,1,8.5,Ramadan 2026
O202600803,2026-03-15,C0105,"Golden Corn Oil, 2.9L | Abu Kass Basmati Rice, 4kg | Al Rabie Orange Juice, 1L",oil | rice | Juices,Oil | Rice | Juices,3,4,18.42,Ramadan 2026
O202600804,2026-03-15,C0046,"Almarai Mango Juice, 1L",Juices,Juices,1,2,2.43,Ramadan 2026
O202600805,2026-03-15,C0093,"Pascual Vive Soy High Calcium Oat Drink, 1L",Milk Alternatives,Dairy,1,1,3.5,Ramadan 2026
O202600806,2026-03-15,C0098,"Aroma Garden Organic Meat Spices, 120g | Storck Toffifee Hazelnut In Caramel Candy, 125g | Afia Pure Corn Oil, 1.5L | Americana Orange Pound Cake, 300g",Cooking & Baking | Chocolate | oil | Cakes and Rolls,Spices & Seasonings | Chocolate | Oil | Juices,4,5,12.28,Ramadan 2026
O202600807,2026-03-15,C0092,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chocolate,Dairy,1,1,4.99,Ramadan 2026
O202600808,2026-03-15,C0147,"Mr.Chips Paprika Potato Chips, 68g",Chips,Spices & Seasonings,1,2,1.2,Ramadan 2026
O202600809,2026-03-15,C0143,"Koita Low Fat Lactose Free Non Harmone Milk, 1L",Long Life Milk,Dairy,1,2,5.8,Ramadan 2026
O202600810,2026-03-15,C0131,"Aroma Garden Seven Spices, 100g | Bifa Keks Roll Cake with Cocoa Cream, 50g",Cooking & Baking | Cakes and Rolls,Spices & Seasonings | Bakery,2,2,2.34,Ramadan 2026
O202600811,2026-03-15,C0057,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Dairy,1,1,0.6,Ramadan 2026
O202600812,2026-03-15,C0066,"Al Sayad Tuna In Vegetable Oil, 160g",Canned Seafood,Oil,1,1,0.79,Ramadan 2026
O202600813,2026-03-15,C0105,"Barni Chocolate Cake, 30g | Red Bull Energy Drink Watermelon, 250ml",Cakes and Rolls | Sports & Energy Drinks,Chocolate | Water,2,2,2,Ramadan 2026
O202600814,2026-03-15,C0143,Maxim's Mushrooms 425 g 3+1,Canned Fruit,Canned Food,1,1,6.35,Ramadan 2026
O202600815,2026-03-16,C0024,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,1,1,0.9,Ramadan 2026
O202600816,2026-03-16,C0067,Soccer 50 FT Smart Outdoor String Lights Waterproof,World Cup,Water,1,1,1.9,Ramadan 2026
O202600817,2026-03-16,C0010,"Afia Pure Corn Oil, 1.5L | Almarai Uht Full Fat Milk with Vitamins, 4x1L",oil | milk,Oil | Dairy,2,3,11.53,Ramadan 2026
O202600818,2026-03-16,C0017,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Dairy,1,1,0.65,Ramadan 2026
O202600819,2026-03-16,C0080,"Alyoum Tang Taste Yoghurt Baladi, 1kg",Yoghurts,Dairy,1,1,1.75,Ramadan 2026
O202600820,2026-03-16,C0069,"Nestle Mineral Water, 6x1.5L",water,Water,1,4,8.8,Ramadan 2026
O202600821,2026-03-16,C0139,"KDD Milk Coffee Latte, 250ml",Specialty Drinks,Dairy,1,1,0.68,Ramadan 2026
O202600822,2026-03-16,C0034,"Almarai Mango Juice, 1L",Juices,Juices,1,1,1.25,Ramadan 2026
O202600823,2026-03-16,C0007,"Aroma Garden Chicken Spices, 100g | Golden Corn Oil, 2.9L",Cooking & Baking | oil,Spices & Seasonings | Oil,2,2,7.78,Ramadan 2026
O202600824,2026-03-16,C0083,"KDD Long Life Apple Juice, 1L",Juices,Juices,1,1,1.33,Ramadan 2026
O202600825,2026-03-16,C0007,"Aroma Garden Seven Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.09,Ramadan 2026
O202600826,2026-03-16,C0044,"Cool Gear Water Bottle - Pink, 650ml",back to school,Water,1,1,3.75,Ramadan 2026
O202600827,2026-03-16,C0095,"Almarai Mixed Berry Juice, 1.4L",Juices,Juices,1,3,6,Ramadan 2026
O202600828,2026-03-17,C0031,"Pascual Vive Soy High Calcium Oat Drink, 1L | Crystal Ice Cubes 2 kg",Milk Alternatives | water,Dairy | Water,2,5,7.46,Ramadan 2026
O202600829,2026-03-17,C0078,"Sama Mineral Water, 12x600ml",water,Water,1,1,1.43,Ramadan 2026
O202600830,2026-03-17,C0046,"KDD Thick Cream, 4x125ml | Crystal Ice Cubes 2 kg",cream | water,Dairy | Water,2,3,3.7,Ramadan 2026
O202600831,2026-03-17,C0079,"Almarai Greek Style Full Fat Strawberry Yoghurt, 150g | KDD Long Life Apple Juice, 1L",Yoghurts | Juices,Dairy | Juices,2,4,4.33,Ramadan 2026
O202600832,2026-03-17,C0030,"Red Bull Energy Drink Watermelon, 250ml",Sports & Energy Drinks,Water,1,1,1.6,Ramadan 2026
O202600833,2026-03-17,C0048,"Almarai Unsalted Natural Butter, 200g",butter,Dairy,1,1,2.05,Ramadan 2026
O202600834,2026-03-17,C0076,"Zwan Chicken Hotdogs Ã— 2 Special Offer | Almarai Natural Unsalted Butter, 100g | Kinza Soda Water Can, 250ml",Canned Meat | butter | water,Canned Food | Eggs | Water,3,4,6.21,Ramadan 2026
O202600835,2026-03-17,C0008,"Nestle Mineral Water, 6x1.5L | Morrisons Apricot Halves in Juice, 410g",water | Canned Fruit,Water | Juices,2,3,10.98,Ramadan 2026
O202600836,2026-03-17,C0028,Crystal Ice Cubes 2 kg,water,Water,1,4,3.96,Ramadan 2026
O202600837,2026-03-17,C0047,"Al Safi UHT Full Fat Milk, 4x1L",Long Life Milk,Dairy,1,2,7.7,Ramadan 2026
O202600838,2026-03-17,C0076,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Spices & Seasonings,1,1,1.9,Ramadan 2026
O202600839,2026-03-17,C0048,Blue Mill Garlic Powder 200 g,Cooking & Baking,Spices & Seasonings,1,1,2.89,Ramadan 2026
O202600840,2026-03-17,C0106,"Blue Mill Garlic Powder 200 g | Tiger Rice 3.5 kg | Red Bull Energy Drink Watermelon, 250ml",Cooking & Baking | rice | Sports & Energy Drinks,Spices & Seasonings | Rice | Water,3,3,7.9,Ramadan 2026
O202600841,2026-03-18,C0044,Blue Mill Garlic Powder 200 g,Cooking & Baking,Spices & Seasonings,1,1,2.89,Ramadan 2026
O202600842,2026-03-18,C0062,"Al Sayad Tuna In Vegetable Oil, 160g",Canned Seafood,Oil,1,2,1.58,Ramadan 2026
O202600843,2026-03-18,C0097,Crystal Ice Cubes 2 kg,water,Water,1,2,1.98,Ramadan 2026
O202600844,2026-03-18,C0070,"Alpro Plant-Based Barista Soya Drink, 1L",Milk Alternatives,Dairy,1,1,2.8,Ramadan 2026
O202600845,2026-03-18,C0071,"Aroma Garden Chicken Spices, 100g",Cooking & Baking,Spices & Seasonings,1,1,2.03,Ramadan 2026
O202600846,2026-03-18,C0037,"Cool Gear Cactus Water Bottle with Freeze Stick, 650ml",back to school,Water,1,1,3.64,Ramadan 2026
O202600847,2026-03-18,C0037,"Aroma Garden Biryani Spices, 100g | Red Bull Energy Drink Watermelon, 250ml",Cooking & Baking | Sports & Energy Drinks,Spices & Seasonings | Water,2,2,3.69,Ramadan 2026
O202600848,2026-03-18,C0147,"Sama Mineral Water, 12x600ml | Americana Orange Pound Cake, 300g",water | Cakes and Rolls,Water | Juices,2,4,6.66,Ramadan 2026
O202600849,2026-03-18,C0060,"Al Sayad Tuna In Vegetable Oil, 160g | NewLand Chicken Hot Dog 400 g | Nadec Banana Flavor Milk, 6x125ml",Canned Seafood | Canned Meat | Long Life Milk,Oil | Canned Food | Eggs,3,5,6.44,Ramadan 2026
O202600850,2026-03-19,C0116,"Almarai Greek Style Full Fat Strawberry Yoghurt, 150g",Yoghurts,Dairy,1,1,0.87,Ramadan 2026
O202600851,2026-03-19,C0077,"Sama Mineral Water, 12x600ml | Morrisons Apricot Halves in Juice, 410g",water | Canned Fruit,Water | Juices,2,5,16.03,Ramadan 2026
O202600852,2026-03-19,C0027,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Dairy,1,3,1.8,Ramadan 2026
O202600853,2026-03-19,C0074,Tiger Rice 3.5 kg,rice,Rice,1,1,3.65,Ramadan 2026
O202600854,2026-03-19,C0026,"KDD Milk Coffee Latte, 250ml",Specialty Drinks,Dairy,1,1,0.68,Ramadan 2026
O202600855,2026-03-19,C0121,"Kasih Vegetable Oil Cooking Spray, 141g",oil,Oil,1,2,4.5,Ramadan 2026
O202600856,2026-03-19,C0012,Ramadan Decorative Tissue Box â€“ Boy & Girl Design | Al Youm 3% Milk Full Fat 1 L,ramadan | milk,Dates/Ramadan | Dairy,2,2,2.43,Ramadan 2026
O202600857,2026-03-20,C0049,"Pringles Sour Cream & Onion Chips Can, 165g | Kinder Joy Chocolate Egg for Boys Assorted, 20g | Galaxy Jewels Assorted Chocolate Box, 650g",Chips | Chocolate | Chocolate,Chips | Soft Drinks | Chocolate,3,5,20.04,Eid al-Fitr 2026
O202600858,2026-03-20,C0050,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Bakery,1,1,0.52,Eid al-Fitr 2026
O202600859,2026-03-20,C0085,"Mr.Chips Waves Honey Mustard Chips, 50g | Mythic Sensation Mini Milk Chocolate 30 g",Chips | Chocolate,Chips | Soft Drinks,2,4,2.12,Eid al-Fitr 2026
O202600860,2026-03-20,C0026,"Mr.Chips Pizza Flavor Corn Chips, 58g | Galaxy Dark Truffle Dark Chocolate Bar, 33g",Chips | Chocolate,Chips | Soft Drinks,2,4,2.3,Eid al-Fitr 2026
O202600861,2026-03-20,C0064,"Cheetos Crunchy Flaming Hot Chips, 115g",Chips,Chips,1,1,0.95,Eid al-Fitr 2026
O202600862,2026-03-20,C0123,"Doritos Sweet Chili Pepper Tortilla Chips, 120g | Galaxy Caramel Chocolate Bar, 34g | Milka Choco Wafer, (5 Pieces), 150g",Chips | Chocolate | Chocolate,Chips | Chocolate | Soft Drinks,3,5,7.83,Eid al-Fitr 2026
O202600863,2026-03-20,C0062,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g | Mr.Chips Paprika Snack Mix, 78g",Chocolate | Chips,Chocolate | Chips,2,2,1.21,Eid al-Fitr 2026
O202600864,2026-03-20,C0129,"Galaxy Crispy Chocolate Bar,Â 30g | Smart Chips Ketchup Flavor Stix, 75g | Teeba Yoghurt, 700g | Raffaello Premium Coconut & Almond Pralines, 30g",Chocolate | Chips | youghurt | Chocolate,Chocolate | Chips | Dairy | Soft Drinks,4,7,6.67,Eid al-Fitr 2026
O202600865,2026-03-20,C0079,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g",Cakes and Rolls,Bakery,1,1,1.62,Eid al-Fitr 2026
O202600866,2026-03-20,C0058,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Chocolate,1,1,0.54,Eid al-Fitr 2026
O202600867,2026-03-20,C0086,"Molto XL Croissant Chocolate With Hazelnut, 42.5g | Smart Chips Ketchup Flavor Stix, 75g | Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",Cakes and Rolls | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,4,4.66,Eid al-Fitr 2026
O202600868,2026-03-20,C0012,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Chocolate,1,1,0.54,Eid al-Fitr 2026
O202600869,2026-03-20,C0126,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Bakery,1,2,0.99,Eid al-Fitr 2026
O202600870,2026-03-20,C0053,"Smart Chips Crunchy Rings Pizza Flavor, 80g | Morrisons Apricot Halves in Juice, 410g",Chips | Canned Fruit,Chips | Juices,2,3,8.8,Eid al-Fitr 2026
O202600871,2026-03-20,C0076,"Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g | Smart Chips Crunchy Rings Pizza Flavor, 80g | Americana Chocolate Pound Cake, 300g",Chocolate | Chips | Cakes and Rolls,Chocolate | Chips | Soft Drinks,3,6,8.74,Eid al-Fitr 2026
O202600872,2026-03-20,C0085,"Mr.Chips Paprika Potato Chips, 68g | Molto XL Croissant Chocolate With Hazelnut, 42.5g | Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chips | Cakes and Rolls | Chocolate,Chips | Soft Drinks | Chocolate,3,3,1.47,Eid al-Fitr 2026
O202600873,2026-03-20,C0135,"Galaxy Caramel Chocolate Bar, 34g",Chocolate,Soft Drinks,1,2,1.39,Eid al-Fitr 2026
O202600874,2026-03-21,C0005,"Mythic Sensation Mini Milk Chocolate 30 g | Hala Cheezers Twist Chips, 30g | Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chocolate | Chips | Chocolate,Chocolate | Chips | Soft Drinks,3,7,19.67,Eid al-Fitr 2026
O202600875,2026-03-21,C0084,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g | Eti Aditco Chocolate Cake, 36g | Galaxy Hazelnut Chocolate Bar, 30g",Chips | Cakes and Rolls | Chocolate,Chips | Soft Drinks | Chocolate,3,6,2.86,Eid al-Fitr 2026
O202600876,2026-03-21,C0126,"G Cherry Pop Sugar Free Flavored Soda, 300ml",Soft Drinks,Soft Drinks,1,1,0.52,Eid al-Fitr 2026
O202600877,2026-03-21,C0010,"Galaxy Minstrels Chocolate, 42g | Almarai Greek Style Full Fat Strawberry Yoghurt, 150g | G Mixed Berry Fusion Flavored Soda, 300ml | Americana Chocolate Pound Cake, 300g",Chocolate | Yoghurts | Soft Drinks | Cakes and Rolls,Chocolate | Eggs | Soft Drinks | Bakery,4,6,5.42,Eid al-Fitr 2026
O202600878,2026-03-21,C0009,"SWYOUN 48PCS Eid Al Adha Cupcake Topper Party Decorations | Al Rabie Orange Juice, 1L",Eid al-Adha | Juices,Bakery | Juices,2,6,6.55,Eid al-Fitr 2026
O202600879,2026-03-21,C0066,"Eti Aditco Chocolate Cake, 36g | Mr.Chips Cheese Pop Corn, 58g | L'usine Vanilla Cupcakes, 18x30g",Cakes and Rolls | Chips | Cakes and Rolls,Chocolate | Chips | Bakery,3,4,3.32,Eid al-Fitr 2026
O202600880,2026-03-21,C0147,"Spuds Prime Ribs Craft Cooked Chips, 65g | Galaxy Minstrels Chocolate, 42g | Koita Organic Chocolate Milk Uht 200 ml",Chips | Chocolate | Long Life Milk,Chips | Soft Drinks | Chocolate,3,5,5.1,Eid al-Fitr 2026
